year,window_start,window_end,district,flooded_ha,flooded_fraction,antecedent_fraction,week_of_season,flood_event,punjab_mm,upstream_mm,punjab_mm_lag1,upstream_mm_lag1,punjab_mm_lag2,upstream_mm_lag2,district_mm,district_max1d,district_max3d,district_p90,district_mm_lag1,district_mm_lag2,api_start,district_first3d,district_first5d,bhakra_delta,pong_delta,ranjit_sagar_delta,bhakra_storage,pong_storage,ranjit_sagar_storage,core_season,prior_mean_annual_flooded_ha,prior_seasons_with_fraction_gt2pct,score,chosen_variant,chosen_C
2023,2023-09-23,2023-09-30,Jalandhar,646.07,0.002472,0.003552,10,0,11.732,2.874,55.931,36.489,15.052,11.925,15.523,13.351,15.523,6.352,34.779,10.539,32.897,15.523,15.523,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,18552.342,6,0.0008755871794213389,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Kapurthala,2698.53,0.016194,0.017456,9,0,64.465,44.415,10.122,10.769,27.916,26.809,53.344,20.832,42.544,19.738,2.241,58.739,16.73,9.594,10.8,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,24397.211,8,0.4309772928480392,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Kapurthala,2158.26,0.012952,0.016194,10,0,11.732,2.874,55.931,36.489,15.052,11.925,8.158,6.766,8.158,3.454,43.75,10.108,41.807,8.158,8.158,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,24397.211,8,0.09259078416551503,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Ludhiana,569.87,0.001585,0.007974,4,0,58.481,55.706,81.839,101.54,206.274,222.13,57.993,16.892,27.614,11.144,32.473,203.416,62.958,10.673,36.186,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,38835.854999999996,7,0.9743025625464992,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Ludhiana,314.59,0.000875,0.001585,5,0,70.969,68.41,58.481,55.706,81.839,101.54,25.323,6.566,12.758,5.154,57.993,32.473,60.669,11.189,18.025,0.3211,0.0,0.0,5.035,4.5998,1.959,True,38835.854999999996,7,0.0590537022975704,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Ludhiana,568.85,0.001582,0.000875,6,0,67.336,79.83,70.969,68.41,58.481,55.706,25.143,9.232,15.309,6.296,25.323,57.993,35.62,1.976,9.148,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,38835.854999999996,7,0.031121744664045353,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Ludhiana,414.55,0.001153,0.001582,7,0,27.916,26.809,67.336,79.83,70.969,68.41,21.66,11.701,14.943,5.945,25.143,25.323,32.597,6.697,9.939,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,38835.854999999996,7,0.011751218249408281,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Ludhiana,198.43,0.000552,0.001153,8,0,10.122,10.769,27.916,26.809,67.336,79.83,0.138,0.053,0.13,0.047,21.66,25.143,24.056,0.008,0.008,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,38835.854999999996,7,0.002635087718959262,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Ludhiana,217.56,0.000605,0.000552,9,0,64.465,44.415,10.122,10.769,27.916,26.809,41.47,13.539,19.59,7.329,0.138,21.66,8.497,11.52,17.571,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,38835.854999999996,7,0.001667113892513856,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Ludhiana,116.84,0.000325,0.000605,10,0,11.732,2.874,55.931,36.489,15.052,11.925,28.307,16.225,28.307,13.422,29.95,11.65,28.793,28.307,28.307,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,38835.854999999996,7,0.0003284818722030202,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Mansa,1198.66,0.005403,0.010935,5,0,70.969,68.41,58.481,55.706,81.839,101.54,1.784,0.736,0.95,0.705,38.794,19.963,31.353,0.879,0.95,0.3211,0.0,0.0,5.035,4.5998,1.959,True,9253.339,4,0.2847487664248017,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Mansa,380.51,0.001715,0.005403,6,0,67.336,79.83,70.969,68.41,58.481,55.706,1.889,0.954,1.114,0.6,1.784,38.794,11.982,0.561,0.626,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,9253.339,4,0.04833925461837475,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Mansa,104.73,0.000472,0.001715,7,0,27.916,26.809,67.336,79.83,70.969,68.41,1.67,1.249,1.339,0.415,1.889,1.784,5.449,0.331,0.421,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,9253.339,4,0.005273138254033432,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Mansa,42.95,0.000194,0.000472,8,0,10.122,10.769,27.916,26.809,67.336,79.83,0.0,0.0,0.0,0.0,1.67,1.889,2.93,0.0,0.0,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,9253.339,4,0.000930770896913545,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Mansa,0.0,0.0,0.000194,9,0,64.465,44.415,10.122,10.769,27.916,26.809,29.466,17.081,24.941,5.881,0.0,1.67,1.022,0.0,21.718,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,9253.339,4,0.0006458434158576825,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Mansa,0.0,0.0,0.0,10,0,11.732,2.874,55.931,36.489,15.052,11.925,11.992,6.331,11.992,5.518,29.466,0.0,17.758,11.992,11.992,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,9253.339,4,0.00011841794313525405,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Moga,1197.71,0.005087,0.004519,4,0,58.481,55.706,81.839,101.54,206.274,222.13,21.939,6.073,10.443,4.055,33.294,116.166,46.358,7.903,15.116,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,38941.672999999995,8,0.9647556798913343,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Moga,611.26,0.002596,0.005087,5,0,70.969,68.41,58.481,55.706,81.839,101.54,11.221,2.435,5.447,1.768,21.939,33.294,29.086,2.585,4.188,0.3211,0.0,0.0,5.035,4.5998,1.959,True,38941.672999999995,8,0.25161954109320467,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Moga,1246.14,0.005293,0.002596,6,0,67.336,79.83,70.969,68.41,58.481,55.706,16.48,3.903,7.345,2.682,11.221,21.939,17.962,7.345,9.041,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,38941.672999999995,8,0.09339528986203266,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Moga,646.44,0.002746,0.005293,7,0,27.916,26.809,67.336,79.83,70.969,68.41,12.118,2.975,5.714,2.306,16.48,11.221,16.873,5.714,7.756,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,38941.672999999995,8,0.06336854346666412,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Moga,85.16,0.000362,0.002746,8,0,10.122,10.769,27.916,26.809,67.336,79.83,1.171,0.872,0.872,0.356,12.118,16.48,13.229,0.872,0.872,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,38941.672999999995,8,0.008100399543567074,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Moga,58.21,0.000247,0.000362,9,0,64.465,44.415,10.122,10.769,27.916,26.809,23.714,10.766,18.503,6.819,1.171,12.118,5.247,0.356,5.128,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,38941.672999999995,8,0.0030787250591716234,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Moga,16.88,7.2e-05,0.000247,10,0,11.732,2.874,55.931,36.489,15.052,11.925,17.444,11.916,17.444,6.481,23.358,0.655,17.892,17.444,17.444,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,38941.672999999995,8,0.0005786337744538673,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Muktsar,95.26,0.000365,0.001958,4,0,58.481,55.706,81.839,101.54,206.274,222.13,34.278,12.698,22.488,7.797,29.755,43.267,30.062,17.042,30.624,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,12184.507,6,0.9078068725258692,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Muktsar,43.15,0.000165,0.000365,5,0,70.969,68.41,58.481,55.706,81.839,101.54,0.29,0.29,0.29,0.029,34.278,29.755,27.775,0.0,0.0,0.3211,0.0,0.0,5.035,4.5998,1.959,True,12184.507,6,0.060941185581001554,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Muktsar,8.18,3.1e-05,0.000165,6,0,67.336,79.83,70.969,68.41,58.481,55.706,0.0,0.0,0.0,0.0,0.29,34.278,9.92,0.0,0.0,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,12184.507,6,0.03704622214296263,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Muktsar,0.0,0.0,3.1e-05,7,0,27.916,26.809,67.336,79.83,70.969,68.41,5.093,3.081,5.093,2.075,0.0,0.29,3.459,0.0,5.044,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,12184.507,6,0.011053821970214013,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Muktsar,20.75,7.9e-05,0.0,8,0,10.122,10.769,27.916,26.809,67.336,79.83,0.0,0.0,0.0,0.0,5.093,0.0,4.101,0.0,0.0,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,12184.507,6,0.0027774835332266008,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Muktsar,2.23,9e-06,7.9e-05,9,0,64.465,44.415,10.122,10.769,27.916,26.809,53.714,18.877,42.598,13.338,0.0,5.093,1.43,0.0,6.689,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,12184.507,6,0.0021367642180100906,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Muktsar,0.0,0.0,9e-06,10,0,11.732,2.874,55.931,36.489,15.052,11.925,3.943,2.437,3.943,1.871,53.714,0.0,39.694,3.943,3.943,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,12184.507,6,0.0004065221503571003,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Nawanshahr,133.67,0.001024,0.00708,4,0,58.481,55.706,81.839,101.54,206.274,222.13,,,,,,,,,,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,8649.66,8,0.9947834485732815,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Nawanshahr,147.64,0.001132,0.001024,5,0,70.969,68.41,58.481,55.706,81.839,101.54,,,,,,,,,,0.3211,0.0,0.0,5.035,4.5998,1.959,True,8649.66,8,0.2578547211757356,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Nawanshahr,167.49,0.001284,0.001132,6,0,67.336,79.83,70.969,68.41,58.481,55.706,,,,,,,,,,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,8649.66,8,0.18372837476465986,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Nawanshahr,154.27,0.001182,0.001284,7,0,27.916,26.809,67.336,79.83,70.969,68.41,,,,,,,,,,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,8649.66,8,0.06630273440013129,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Nawanshahr,105.05,0.000805,0.001182,8,0,10.122,10.769,27.916,26.809,67.336,79.83,,,,,,,,,,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,8649.66,8,0.01704108563226647,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Nawanshahr,131.5,0.001008,0.000805,9,0,64.465,44.415,10.122,10.769,27.916,26.809,,,,,,,,,,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,8649.66,8,0.011552864849545364,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Nawanshahr,102.85,0.000788,0.001008,10,0,11.732,2.874,55.931,36.489,15.052,11.925,,,,,,,,,,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,8649.66,8,0.002395663480714064,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Patiala,392.98,0.001176,0.012208,6,0,67.336,79.83,70.969,68.41,58.481,55.706,25.148,17.594,21.559,5.158,27.652,92.991,47.29,0.67,0.743,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,40101.337,7,0.4443223092997267,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Patiala,115.92,0.000347,0.001176,7,0,27.916,26.809,67.336,79.83,70.969,68.41,26.686,18.66,18.834,5.929,25.148,27.652,39.702,7.852,7.941,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,40101.337,7,0.009959583470609972,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Patiala,0.0,0.0,0.000347,8,0,10.122,10.769,27.916,26.809,67.336,79.83,3.565,3.529,3.565,0.383,26.686,25.148,29.545,0.0,0.0,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,40101.337,7,0.001987938662940266,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Patiala,80.26,0.00024,0.0,9,0,64.465,44.415,10.122,10.769,27.916,26.809,75.742,27.548,61.027,22.003,3.565,26.686,13.193,3.893,43.533,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,40101.337,7,0.0013527173992357686,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Patiala,30.48,9.1e-05,0.00024,10,0,11.732,2.874,55.931,36.489,15.052,11.925,16.224,15.06,16.224,6.616,71.849,7.458,51.649,16.224,16.224,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,40101.337,7,0.00028121161083472743,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Rupnagar,126.53,0.000912,0.001787,4,0,58.481,55.706,81.839,101.54,206.274,222.13,79.156,27.839,48.275,20.814,64.166,523.501,165.092,20.465,49.012,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,1919.4330000000002,1,0.3266835209753558,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Rupnagar,28.66,0.000206,0.000912,5,0,70.969,68.41,58.481,55.706,81.839,101.54,148.38,47.591,71.128,46.184,79.156,64.166,107.805,5.202,70.103,0.3211,0.0,0.0,5.035,4.5998,1.959,True,1919.4330000000002,1,0.003917042285822174,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Rupnagar,119.55,0.000861,0.000206,6,0,67.336,79.83,70.969,68.41,58.481,55.706,126.215,68.083,82.609,30.281,148.38,79.156,141.427,31.249,40.037,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,1919.4330000000002,1,0.0020109506564790877,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Rupnagar,56.52,0.000407,0.000861,7,0,27.916,26.809,67.336,79.83,70.969,68.41,32.433,12.892,25.67,7.258,126.215,148.38,150.057,25.67,26.16,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,1919.4330000000002,1,0.0007342984131353307,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Rupnagar,0.0,0.0,0.000407,8,0,10.122,10.769,27.916,26.809,67.336,79.83,15.48,11.575,15.076,3.945,32.433,126.215,68.47,0.403,0.404,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,1919.4330000000002,1,0.00016207564575213514,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Rupnagar,3.69,2.7e-05,0.0,9,0,64.465,44.415,10.122,10.769,27.916,26.809,22.724,16.371,21.598,4.252,15.48,32.433,37.398,0.64,3.186,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,1919.4330000000002,1,0.00010833331874249812,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Rupnagar,9.56,6.9e-05,2.7e-05,10,0,11.732,2.874,55.931,36.489,15.052,11.925,20.834,12.963,20.834,9.854,22.084,15.716,27.872,20.834,20.834,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,1919.4330000000002,1,2.115978012448648e-05,nested_statewide_rain,0.1
2023,2023-07-25,2023-08-04,Sahibzada Ajit Singh Nagar,43.7,0.000393,0.003488,4,0,58.481,55.706,81.839,101.54,206.274,222.13,77.085,43.936,48.982,14.238,65.424,520.367,174.322,47.514,57.969,0.3545,-0.1876,-0.04,4.7028,4.7184,2.019,True,771.8520000000001,0,0.297050958609371,nested_statewide_rain,0.1
2023,2023-08-04,2023-08-14,Sahibzada Ajit Singh Nagar,26.63,0.00024,0.000393,5,0,70.969,68.41,58.481,55.706,81.839,101.54,77.213,23.615,33.535,13.92,77.085,65.424,104.221,14.814,35.703,0.3211,0.0,0.0,5.035,4.5998,1.959,True,771.8520000000001,0,0.0018035395502756584,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Sahibzada Ajit Singh Nagar,15.51,0.00014,0.00024,6,0,67.336,79.83,70.969,68.41,58.481,55.706,78.165,49.76,60.009,12.829,77.213,77.085,87.876,13.298,15.148,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,771.8520000000001,0,0.0010845238487482848,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Sahibzada Ajit Singh Nagar,16.24,0.000146,0.00014,7,0,27.916,26.809,67.336,79.83,70.969,68.41,26.951,18.596,24.154,5.46,78.165,77.213,97.296,24.154,24.155,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,771.8520000000001,0,0.0003184397200159219,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Sahibzada Ajit Singh Nagar,0.0,0.0,0.000146,8,0,10.122,10.769,27.916,26.809,67.336,79.83,7.341,3.869,6.837,2.5,26.951,78.165,45.472,0.008,0.01,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,771.8520000000001,0,8.021942105006505e-05,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Sahibzada Ajit Singh Nagar,8.85,8e-05,0.0,9,0,64.465,44.415,10.122,10.769,27.916,26.809,30.922,15.193,28.418,10.165,7.341,26.951,22.188,1.78,20.592,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,771.8520000000001,0,5.780492703096711e-05,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Sahibzada Ajit Singh Nagar,5.9,5.3e-05,8e-05,10,0,11.732,2.874,55.931,36.489,15.052,11.925,8.718,7.587,8.718,3.641,29.142,9.105,26.212,8.718,8.718,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,771.8520000000001,0,1.1463764266008514e-05,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Sangrur,1551.27,0.004296,0.018261,6,0,67.336,79.83,70.969,68.41,58.481,55.706,5.379,2.111,2.767,1.207,7.838,52.886,19.786,1.057,1.443,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,59591.074,10,0.9408801455100656,nested_statewide_rain,0.1
2023,2023-08-24,2023-09-03,Sangrur,66.93,0.000185,0.004296,7,0,27.916,26.809,67.336,79.83,70.969,68.41,4.932,2.958,3.08,1.792,5.379,7.838,11.124,1.852,1.974,-0.0637,-0.2004,0.0,5.3401,5.7978,1.7556,True,59591.074,10,0.07919931526014318,nested_statewide_rain,0.1
2023,2023-09-03,2023-09-13,Sangrur,5.97,1.7e-05,0.000185,8,0,10.122,10.769,27.916,26.809,67.336,79.83,0.0,0.0,0.0,0.0,4.932,5.379,6.76,0.0,0.0,0.0424,0.0,-0.222,5.323,5.6976,1.6454,True,59591.074,10,0.006572761816401559,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Sangrur,0.0,0.0,1.7e-05,9,0,64.465,44.415,10.122,10.769,27.916,26.809,64.752,32.777,52.559,13.788,0.0,4.932,2.357,0.656,41.537,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,59591.074,10,0.004715007478207301,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Sangrur,0.0,0.0,0.0,10,0,11.732,2.874,55.931,36.489,15.052,11.925,12.518,7.957,12.518,5.434,64.096,0.656,40.175,12.518,12.518,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,59591.074,10,0.0009127347714428563,nested_statewide_rain,0.1
2023,2023-08-14,2023-08-24,Tarn Taran,5982.16,0.024919,0.016863,6,1,67.336,79.83,70.969,68.41,58.481,55.706,5.551,3.165,3.593,1.003,7.076,31.594,21.479,0.656,3.84,-0.0747,0.0,-0.199,5.4016,4.5998,1.8838,True,25215.729,8,0.9154826761162473,nested_statewide_rain,0.1
2023,2023-09-13,2023-09-23,Tarn Taran,2160.75,0.009001,0.010086,9,0,64.465,44.415,10.122,10.769,27.916,26.809,69.879,33.54,65.065,24.626,0.137,25.279,6.429,4.37,4.814,0.0509,0.1235,-0.061,5.373,5.6654,1.4921,True,25215.729,8,0.08064876484273212,nested_statewide_rain,0.1
2023,2023-09-23,2023-09-30,Tarn Taran,1495.94,0.006231,0.009001,10,0,11.732,2.874,55.931,36.489,15.052,11.925,26.123,20.311,26.123,10.262,65.509,4.391,52.944,26.123,26.123,-0.0509,0.0,-0.031,5.3842,5.4477,1.4681,True,25215.729,8,0.012283816553100268,nested_statewide_rain,0.1
2024,2024-07-25,2024-08-04,Amritsar,90.47,0.000339,0.001459,4,0,87.133,81.655,40.025,39.225,51.68,41.05,110.661,75.632,84.266,18.565,15.103,59.093,32.609,12.988,23.888,0.3169,0.2029,0.0,2.5743,1.6198,0.3167,True,24837.707000000002,7,0.24247410940282088,nested_district_rain,0.01
2024,2024-08-04,2024-08-14,Amritsar,88.27,0.000331,0.000339,5,0,77.234,73.082,87.133,81.655,40.025,39.225,58.594,36.945,45.553,10.543,110.661,15.103,94.12,2.395,7.236,0.4484,0.0,0.133,2.8414,2.4061,0.446,True,24837.707000000002,7,0.1795417740189338,nested_district_rain,0.01
2024,2024-08-14,2024-08-24,Amritsar,169.88,0.000637,0.000331,6,0,65.391,51.062,77.234,73.082,87.133,81.655,59.511,18.521,31.919,11.839,58.594,110.661,77.818,3.102,32.72,0.3338,0.4126,0.169,3.4428,3.4913,0.6055,True,24837.707000000002,7,0.15910326603771321,nested_district_rain,0.01
2024,2024-08-24,2024-09-03,Amritsar,140.31,0.000526,0.000637,7,0,56.268,43.447,65.391,51.062,77.234,73.082,77.8,49.027,74.511,17.833,59.511,58.594,66.859,1.072,17.656,0.0,0.0,0.0,3.75,3.764,0.645,True,24837.707000000002,7,0.1403556931389977,nested_district_rain,0.01
2024,2024-09-03,2024-09-13,Amritsar,120.87,0.000453,0.000526,8,0,49.359,44.045,56.268,43.447,65.391,51.062,28.973,13.74,26.061,12.322,77.8,59.511,76.495,26.061,27.622,0.1784,0.1357,-0.025,3.94,3.9856,0.6919,True,24837.707000000002,7,0.07971922943007703,nested_district_rain,0.01
2024,2024-09-13,2024-09-23,Amritsar,142.55,0.000534,0.000453,9,0,15.321,28.944,49.359,44.045,56.268,43.447,0.423,0.36,0.376,0.075,28.973,77.8,39.37,0.376,0.376,0.085,0.0,-0.087,4.1513,4.0776,0.6159,True,24837.707000000002,7,0.03843352807988927,nested_district_rain,0.01
2024,2024-09-23,2024-09-30,Amritsar,83.21,0.000312,0.000534,10,0,18.872,14.34,4.105,9.49,19.02,30.304,2.986,2.175,2.986,1.316,0.047,1.727,13.921,0.0,0.067,0.0,0.0,-0.022,4.1854,3.9812,0.5639,True,24837.707000000002,7,0.01980190998011677,nested_district_rain,0.01
2024,2024-07-25,2024-08-04,Barnala,0.0,0.0,8e-05,4,0,87.133,81.655,40.025,39.225,51.68,41.05,33.67,13.55,23.977,10.313,0.747,33.344,13.212,1.345,2.354,0.3169,0.2029,0.0,2.5743,1.6198,0.3167,True,15965.122,9,0.16136222004566617,nested_district_rain,0.01
2024,2024-08-04,2024-08-14,Barnala,3.74,2.5e-05,0.0,5,0,77.234,73.082,87.133,81.655,40.025,39.225,34.888,30.334,33.616,5.509,33.67,0.747,33.056,1.047,1.272,0.4484,0.0,0.133,2.8414,2.4061,0.446,True,15965.122,9,0.20354496263961624,nested_district_rain,0.01
2024,2024-08-14,2024-08-24,Barnala,0.74,5e-06,2.5e-05,6,0,65.391,51.062,77.234,73.082,87.133,81.655,23.117,10.188,12.88,5.754,34.888,33.67,42.568,1.934,12.918,0.3338,0.4126,0.169,3.4428,3.4913,0.6055,True,15965.122,9,0.18923746561464883,nested_district_rain,0.01
2024,2024-08-24,2024-09-03,Barnala,0.0,0.0,5e-06,7,0,56.268,43.447,65.391,51.062,77.234,73.082,68.229,21.035,57.683,20.2,23.117,34.888,29.979,1.313,42.455,0.0,0.0,0.0,3.75,3.764,0.645,True,15965.122,9,0.1429042146114637,nested_district_rain,0.01
2024,2024-09-03,2024-09-13,Barnala,0.0,0.0,0.0,8,0,49.359,44.045,56.268,43.447,65.391,51.062,29.428,9.085,17.454,8.53,68.229,23.117,51.599,15.176,18.732,0.1784,0.1357,-0.025,3.94,3.9856,0.6919,True,15965.122,9,0.0965752803570667,nested_district_rain,0.01
2024,2024-09-13,2024-09-23,Barnala,2.97,2e-05,0.0,9,0,15.321,28.944,49.359,44.045,56.268,43.447,8.657,6.682,8.63,1.574,29.428,68.229,36.205,8.63,8.63,0.085,0.0,-0.087,4.1513,4.0776,0.6159,True,15965.122,9,0.049573682748781406,nested_district_rain,0.01
2024,2024-09-23,2024-09-30,Barnala,0.0,0.0,2e-05,10,0,18.872,14.34,4.105,9.49,19.02,30.304,12.341,12.163,12.341,4.941,0.027,19.318,16.64,0.0,12.214,0.0,0.0,-0.022,4.1854,3.9812,0.5639,True,15965.122,9,0.024804859176116315,nested_district_rain,0.01
2024,2024-07-25,2024-08-04,Bathinda,26.88,8e-05,0.000148,4,0,87.133,81.655,40.025,39.225,51.68,41.05,29.111,9.88,24.609,9.104,0.243,39.165,10.674,0.639,0.799,0.3169,0.2029,0.0,2.5743,1.6198,0.3167,True,12181.766,5,0.0847589324068204,nested_district_rain,0.01
2024,2024-08-04,2024-08-14,Bathinda,3.75,1.1e-05,8e-05,5,0,77.234,73.082,87.133,81.655,40.025,39.225,6.035,4.048,5.34,1.522,29.111,0.243,28.65,0.119,0.568,0.4484,0.0,0.133,2.8414,2.4061,0.446,True,12181.766,5,0.09585602447324369,nested_district_rain,0.01
2024,2024-08-14,2024-08-24,Bathinda,0.75,2e-06,1.1e-05,6,0,65.391,51.062,77.234,73.082,87.133,81.655,17.021,6.901,7.549,4.599,6.035,29.111,15.313,1.114,8.192,0.3338,0.4126,0.169,3.4428,3.4913,0.6055,True,12181.766,5,0.10085858947006462,nested_district_rain,0.01
2024,2024-08-24,2024-09-03,Bathinda,0.0,0.0,2e-06,7,0,56.268,43.447,65.391,51.062,77.234,73.082,38.444,13.193,29.966,10.551,17.021,6.035,17.341,0.72,24.17,0.0,0.0,0.0,3.75,3.764,0.645,True,12181.766,5,0.07262961728992469,nested_district_rain,0.01
2024,2024-09-03,2024-09-13,Bathinda,0.0,0.0,0.0,8,0,49.359,44.045,56.268,43.447,65.391,51.062,15.648,9.219,9.996,5.082,38.444,17.021,29.558,9.996,10.619,0.1784,0.1357,-0.025,3.94,3.9856,0.6919,True,12181.766,5,0.04974552905094475,nested_district_rain,0.01
2024,2024-09-13,2024-09-23,Bathinda,0.0,0.0,0.0,9,0,15.321,28.944,49.359,44.045,56.268,43.447,2.456,1.329,1.649,0.815,15.648,38.444,19.464,0.807,0.807,0.085,0.0,-0.087,4.1513,4.0776,0.6159,True,12181.766,5,0.02553591736265233,nested_district_rain,0.01
